"Police Force Area
 code","Police Force Area
 name","Community Safety
 Partnership code","Community Safety
 Partnership name",Local Authority code,Local Authority name,"Total recorded crime
 (excluding fraud)","Violence against
 the person",Homicide,"Death or serious
 injury caused by
 illegal driving",Violence with injury,Violence without injury,Stalking and harassment,Sexual offences,Robbery,Theft offences,Burglary,Residential burglary,Non-residential burglary,Vehicle offences,Theft from the person,Bicycle theft,Shoplifting,All other theft offences,Criminal damage and arson,Drug offences,Possession of weapons offences,Public order offences,Miscellaneous crimes against society,Column1
E23000019,Nottinghamshire,E22000366,South Nottinghamshire,E07000173,Gedling,"5,945","1,946",1,1,628,662,654,191,55,"2,225",471,366,105,492,54,110,579,519,675,201,48,422,183,
E23000019,Nottinghamshire,E22000366,South Nottinghamshire,E07000176,Rushcliffe,"5,945","1,946",1,1,628,662,654,191,55,"2,225",471,366,105,492,54,110,579,519,675,201,48,422,183,
E23000019,Nottinghamshire,,Unassigned Nottinghamshire,,,"1,880",610,0,0,145,208,257,87,13,797,89,33,56,387,18,25,109,169,143,74,15,81,60,
W15000003,South Wales,,,,,"102,985","37,246",8,13,"11,404","11,098","14,723","3,239",461,"29,763","5,309","3,462","1,847","6,503",970,"1,634","7,462","7,885","11,631","4,971",759,"12,874","2,041",
W15000003,South Wales,W14000013,Bridgend,W06000013,Bridgend,"9,540","3,973",0,0,"1,174","1,106","1,693",316,23,"1,971",422,265,157,298,36,46,530,639,"1,132",472,44,"1,329",280,
W15000003,South Wales,W14000015,Cardiff,W06000015,Cardiff,"34,815","10,378",0,4,"3,188","3,579","3,607",953,242,"12,606","1,959","1,189",770,"2,915",613,"1,193","3,126","2,800","3,775","1,891",270,"4,120",580,
W15000003,South Wales,W14000023,Cwm Taf,W06000024,Merthyr Tydfil,"10,963","4,628",2,2,"1,390","1,304","1,931",357,21,"2,466",487,329,158,494,48,34,640,765,"1,239",478,72,"1,487",217,
W15000003,South Wales,W14000023,Cwm Taf,W06000016,Rhondda Cynon Taf,"10,963","4,628",2,2,"1,390","1,304","1,931",357,21,"2,466",487,329,158,494,48,34,640,765,"1,239",478,72,"1,487",217,
W15000003,South Wales,W14000012,Neath Port Talbot,W06000012,Neath Port Talbot,"9,224","3,813",3,2,"1,218","1,000","1,590",349,34,"2,154",499,342,157,394,38,75,442,706,"1,071",306,73,"1,226",198,
W15000003,South Wales,W14000011,Swansea,W06000011,Swansea,"18,753","6,533",0,3,"2,049","1,872","2,609",560,103,"5,736","1,070",789,281,"1,377",143,192,"1,460","1,494","2,081","1,001",164,"2,213",362,
W15000003,South Wales,,Unassigned South Wales,,,707,294,0,1,46,82,165,48,3,179,13,3,10,49,9,10,35,63,53,48,9,58,15,
W15000003,South Wales,W14000014,Vale of Glamorgan,W06000014,Vale of Glamorgan ,"8,021","3,000",1,0,950,851,"1,198",300,15,"2,186",373,217,156,483,36,51,589,654,"1,041",297,55,955,172,
E23000011,South Yorkshire,,,,,"140,465","48,587",16,20,"13,933","15,624","18,994","4,159","1,601","44,475","11,776","8,361","3,415","11,665","1,168",957,"8,135","10,774","16,086","3,996","1,614","15,454","4,493",
E23000011,South Yorkshire,E22000259,Barnsley,E08000016,Barnsley,"23,993","8,996",3,3,"2,499","2,900","3,591",702,204,"6,349","1,716","1,190",526,"1,599",109,74,"1,009","1,842","3,164",758,235,"2,703",882,
E23000011,South Yorkshire,E22000260,Doncaster,E08000017,Doncaster,"36,790","12,809",5,5,"3,722","4,056","5,021",918,358,"11,996","3,373","2,539",834,"3,052",248,276,"2,131","2,916","4,295",875,363,"3,775","1,401",
E23000011,South Yorkshire,E22000261,Rotherham,E08000018,Rotherham,"24,433","8,823",1,4,"2,480","2,732","3,606",885,266,"7,465","1,974","1,257",717,"1,911",105,94,"1,340","2,041","2,588",612,285,"2,761",748,
E23000011,South Yorkshire,E22000262,Sheffield,E08000019,Sheffield,"53,701","17,520",7,7,"5,040","5,785","6,681","1,344",717,"18,302","4,526","3,329","1,197","5,040",684,509,"3,632","3,911","5,942","1,687",700,"6,083","1,406",
E23000011,South Yorkshire,,Unassigned South Yorkshire,,,"1,548",439,0,1,192,151,95,310,56,363,187,46,141,63,22,4,23,64,97,64,31,132,56,
E23000015,Staffordshire,,,,,"75,063","31,343",17,4,"8,069","11,896","11,357","2,708",645,"22,320","4,118","2,707","1,411","5,010",409,846,"5,176","6,761","9,578","1,900",632,"4,421","1,516",
E23000015,Staffordshire,E22000263,Cannock Chase,E07000192,Cannock Chase,"6,135","2,621",0,0,589,963,"1,069",258,43,"1,816",310,202,108,418,32,37,480,539,725,149,47,373,103,
E23000015,Staffordshire,E22000264,East Staffordshire,E07000193,East Staffordshire,"6,685","2,799",3,0,755,"1,092",949,222,55,"1,946",406,235,171,405,42,136,350,607,840,253,57,374,139,
E23000015,Staffordshire,E22000265,Lichfield,E07000194,Lichfield,"5,272","2,074",0,0,571,759,744,169,33,"1,870",382,238,144,525,25,32,353,553,543,165,29,263,126,
E23000015,Staffordshire,E22000266,Newcastle-under-Lyme,E07000195,Newcastle-under-Lyme,"7,651","3,285",3,2,872,"1,225","1,183",351,74,"2,102",326,212,114,446,46,74,542,668,"1,059",137,64,436,143,
E23000015,Staffordshire,E22000267,South Staffordshire,E07000196,South Staffordshire,"5,141","1,873",0,0,451,622,800,169,20,"1,863",529,391,138,613,19,31,174,497,654,125,27,212,198,
E23000015,Staffordshire,E22000268,Stafford,E07000197,Stafford,"6,975","2,979",1,0,715,"1,140","1,123",259,41,"2,079",402,267,135,433,48,106,442,648,871,156,57,410,123,
E23000015,Staffordshire,E22000269,Staffordshire Moorlands,E07000198,Staffordshire Moorlands,"4,370","1,928",1,0,513,696,718,177,17,"1,108",211,132,79,243,23,26,201,404,648,116,36,247,93,
E23000015,Staffordshire,E22000270,Stoke-on-Trent,E06000021,Stoke-on-Trent,"25,870","11,104",7,1,"2,904","4,313","3,879",865,292,"7,048","1,220",828,392,"1,330",136,320,"1,945","2,097","3,487",623,264,"1,699",488,
E23000015,Staffordshire,E22000271,Tamworth,E07000199,Tamworth,"4,986","2,010",2,1,520,798,689,179,53,"1,689",275,184,91,508,28,47,364,467,548,137,34,269,67,
E23000015,Staffordshire[note 5],,Unassigned Staffordshire,,,"1,978",670,0,0,179,288,203,59,17,799,57,18,39,89,10,37,325,281,203,39,17,138,36,
E23000025,Suffolk,,,,,"53,393","22,078",7,7,"5,647","10,187","6,230","2,320",349,"13,543","2,876","1,896",980,"2,755",427,736,"2,879","3,870","5,901","1,956",496,"5,511","1,239",
E23000025,Suffolk,E07000200,Babergh,E07000200,Babergh,"5,127","2,096",2,1,552,940,601,213,13,"1,316",385,236,149,273,20,32,222,384,617,186,37,547,102,
E23000025,Suffolk,E07000244,East Suffolk,E07000205,Suffolk Coastal,"7,482","3,122",0,0,762,"1,444",916,378,29,"1,755",378,237,141,266,47,113,295,657,913,279,67,752,190,
E23000025,Suffolk,E07000244,East Suffolk,E07000206,Waveney,"7,482","3,122",0,0,762,"1,444",916,378,29,"1,755",378,237,141,266,47,113,295,657,913,279,67,752,190,
E23000025,Suffolk,E22000273,Ipswich,E07000202,Ipswich,"15,450","6,223",2,0,"1,610","2,902","1,709",640,186,"4,153",602,445,157,877,172,313,"1,269",920,"1,492",585,159,"1,683",329,
E23000025,Suffolk,E07000203,Mid Suffolk,E07000203,Mid Suffolk,"4,604","2,001",2,3,494,995,507,196,17,"1,194",452,338,114,217,15,33,110,367,520,146,33,404,93,
E23000025,Suffolk,,Unassigned Suffolk,,,567,250,0,0,38,77,135,21,2,131,33,13,20,29,3,4,14,48,72,23,3,35,30,
E23000025,Suffolk,E07000245,West Suffolk,E07000201,Forest Heath,"6,341","2,633",1,2,715,"1,193",723,248,37,"1,620",325,195,130,414,62,64,337,419,687,229,66,670,153,
E23000025,Suffolk,E07000245,West Suffolk,E07000204,St Edmundsbury,"6,341","2,633",1,2,715,"1,193",723,248,37,"1,620",325,195,130,414,62,64,337,419,687,229,66,670,153,
E23000031,Surrey,,,,,"73,463","24,873",6,19,"7,071","10,881","6,896","2,064",433,"22,712","5,190","4,078","1,112","6,261",489,"1,156","3,449","6,167","9,055","3,447",671,"8,521","1,687",
E23000031,Surrey,E22000279,Elmbridge,E07000207,Elmbridge,"7,868","2,600",1,2,677,"1,118",802,198,47,"2,586",675,561,114,726,43,161,308,673,952,414,68,839,164,
E23000031,Surrey,E22000280,Epsom and Ewell,E07000208,Epsom and Ewell,"4,884","1,557",0,2,461,690,404,111,42,"1,702",389,319,70,557,51,119,181,405,586,181,44,565,96,
E23000031,Surrey,E22000281,Guildford,E07000209,Guildford,"9,222","3,072",1,3,903,"1,369",796,278,38,"2,802",479,358,121,516,69,208,685,845,"1,081",478,75,"1,168",230,
E23000031,Surrey,E22000282,Mole Valley,E07000210,Mole Valley,"4,674","1,713",1,2,491,781,438,122,20,"1,275",277,216,61,307,34,31,214,412,555,251,42,601,95,
E23000031,Surrey,E22000283,Reigate and Banstead,E07000211,Reigate and Banstead,"9,186","3,504",1,3,"1,056","1,555",889,279,62,"2,374",478,397,81,758,59,88,370,621,"1,160",406,92,"1,050",259,
E23000031,Surrey,E22000284,Runnymede,E07000212,Runnymede,"6,652","2,128",0,0,542,931,655,168,38,"2,078",529,429,100,576,37,97,246,593,803,449,59,791,138,
E23000031,Surrey,E22000285,Spelthorne,E07000213,Spelthorne,"7,780","2,575",0,0,720,"1,169",686,220,51,"2,486",586,465,121,886,50,127,298,539,932,359,89,880,188,
E23000031,Surrey,E22000286,Surrey Heath,E07000214,Surrey Heath,"4,989","1,719",0,0,524,693,502,155,36,"1,528",405,321,84,349,26,48,337,363,569,253,54,542,133,
E23000031,Surrey,E22000287,Tandridge,E07000215,Tandridge,"5,431","1,541",1,5,446,610,479,91,25,"1,912",491,380,111,792,16,8,148,457,924,247,53,539,99,
E23000031,Surrey,,Unassigned Surrey,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
E23000031,Surrey,E22000288,Waverley,E07000216,Waverley,"5,898","1,892",0,2,529,812,549,189,28,"1,916",511,344,167,323,48,55,328,651,815,171,39,711,137,
E23000031,Surrey,E22000289,Woking,E07000217,Woking,"6,879","2,572",1,0,722,"1,153",696,253,46,"2,053",370,288,82,471,56,214,334,608,678,238,56,835,148,
E23000033,Sussex,,,,,"119,821","43,418",20,19,"13,918","17,985","11,476","4,540","1,208","35,459","6,809","4,250","2,559","7,417","1,083","2,255","7,934","9,961","13,965","4,633","1,829","11,977","2,792",
E23000033,Sussex,E22000290,Adur,E07000223,Adur,"3,983","1,544",0,0,486,606,452,128,25,"1,062",220,126,94,207,20,87,263,265,515,150,63,392,104,
E23000033,Sussex,E22000291,Arun,E07000224,Arun,"10,597","3,774",1,2,"1,201","1,531","1,039",386,85,"3,290",664,418,246,683,44,156,"1,000",743,"1,246",383,155,"1,029",249,
E23000033,Sussex,E22000292,Brighton and Hove,E06000043,Brighton and Hove,"27,453","9,214",5,0,"2,937","4,022","2,250",964,439,"9,013","1,453",934,519,"1,852",370,"1,013","1,881","2,444","3,026",941,394,"2,884",578,
E23000033,Sussex,E22000293,Chichester,E07000225,Chichester,"6,878","2,188",3,2,809,825,549,249,42,"2,549",570,333,237,593,46,163,555,622,771,176,86,644,173,
E23000033,Sussex,E22000294,Crawley,E07000226,Crawley,"11,369","4,239",0,0,"1,319","1,925",995,347,118,"3,290",426,314,112,660,137,184,876,"1,007","1,121",579,258,"1,130",287,
E23000033,Sussex,E22000295,Eastbourne,E07000061,Eastbourne,"8,979","3,592",1,2,"1,238","1,456",895,322,103,"2,326",539,356,183,292,95,126,520,754,"1,076",371,121,929,139,
E23000033,Sussex,E22000296,Hastings,E07000062,Hastings,"9,348","3,660",3,0,"1,285","1,504",868,344,111,"2,379",461,303,158,575,60,57,529,697,"1,226",371,154,903,200,
E23000033,Sussex,E22000297,Horsham,E07000227,Horsham,"6,480","2,438",0,1,732,942,763,273,32,"1,798",413,236,177,340,60,64,365,556,800,252,86,644,157,
E23000033,Sussex,E22000298,Lewes,E07000063,Lewes,"5,437","2,122",2,5,712,784,619,233,33,"1,346",353,211,142,258,37,62,236,400,727,184,62,579,151,
E23000033,Sussex,E22000299,Mid Sussex,E07000228,Mid Sussex,"7,155","2,674",3,3,805,"1,140",723,255,62,"1,945",416,258,158,481,61,52,310,625,916,322,104,697,180,
E23000033,Sussex,E22000300,Rother,E07000064,Rother,"5,653","2,049",0,2,638,815,594,219,20,"1,685",433,252,181,362,25,38,358,469,729,175,75,551,150,
E23000033,Sussex,,Unassigned Sussex,,,"1,710",616,0,0,130,232,254,315,24,351,21,10,11,60,38,18,62,152,74,80,22,103,125,
E23000033,Sussex,E22000301,Wealden,E07000065,Wealden,"6,334","2,229",2,2,688,842,695,252,24,"1,950",481,295,186,421,26,30,297,695,833,182,82,651,131,
E23000033,Sussex,E22000302,Worthing,E07000229,Worthing,"8,445","3,079",0,0,938,"1,361",780,253,90,"2,475",359,204,155,633,64,205,682,532,905,467,167,841,168,
E23000029,Thames Valley,,,,,"161,739","56,486",14,25,"15,733","25,290","15,424","5,361","1,459","58,124","9,731","6,796","2,935","15,741","2,702","4,602","11,073","14,275","17,291","6,778","1,765","10,967","3,508",
E23000029,Thames Valley,E22000304,Bracknell Forest,E06000036,Bracknell Forest,"6,423","2,384",0,0,706,"1,012",666,268,39,"2,282",394,305,89,554,64,121,653,496,655,211,60,380,144,
E23000029,Thames Valley,E06000060,Buckinghamshire,E07000004,Aylesbury Vale,"7,517","2,599",0,1,703,"1,157",738,226,58,"2,724",536,385,151,762,118,105,400,803,826,316,84,523,162,
E23000029,Thames Valley,E06000060,Buckinghamshire,E07000005,Chiltern,"7,517","2,599",0,1,703,"1,157",738,226,58,"2,724",536,385,151,762,118,105,400,803,826,316,84,523,162,
E23000029,Thames Valley,E06000060,Buckinghamshire,E07000006,South Bucks,"7,517","2,599",0,1,703,"1,157",738,226,58,"2,724",536,385,151,762,118,105,400,803,826,316,84,523,162,
E23000029,Thames Valley,E06000060,Buckinghamshire,E07000007,Wycombe,"7,517","2,599",0,1,703,"1,157",738,226,58,"2,724",536,385,151,762,118,105,400,803,826,316,84,523,162,
E23000029,Thames Valley,E22000305,Cherwell,E07000177,Cherwell,"10,342","3,886",0,4,"1,126","1,660","1,096",399,58,"3,487",459,300,159,732,167,119,998,"1,012",998,495,95,611,313,
E23000029,Thames Valley,E22000307,Milton Keynes,E06000042,Milton Keynes,"24,665","8,861",4,0,"2,541","3,857","2,459",726,252,"8,787","1,116",702,414,"3,079",341,496,"1,821","1,934","2,595",884,316,"1,661",583,
E23000029,Thames Valley,E22000308,Oxford,E07000178,Oxford,"15,026","4,346",1,0,"1,238","2,115",992,487,139,"6,551",758,562,196,"1,225",443,"1,214","1,663","1,248","1,200",685,186,"1,150",282,
E23000029,Thames Valley,E22000309,Reading,E06000038,Reading,"16,122","5,605",3,1,"1,637","2,627","1,337",599,262,"5,798",994,652,342,"1,308",306,840,"1,021","1,329","1,700",660,167,"1,033",298,
E23000029,Thames Valley,E22000310,Slough,E06000039,Slough,"15,358","5,759",2,0,"1,602","2,838","1,317",364,191,"5,392",853,635,218,"1,893",259,443,761,"1,183","1,461",584,181,"1,153",273,
E23000029,Thames Valley,E22000312,South Oxfordshire,E07000179,South Oxfordshire,"6,856","2,281",2,3,613,978,685,295,47,"2,469",529,362,167,686,113,102,358,681,894,244,62,425,139,
E23000029,Thames Valley,,Unassigned Thames Valley,,,745,278,0,1,62,81,134,63,7,181,21,7,14,77,16,1,18,48,57,50,16,43,50,
E23000029,Thames Valley,E22000313,Vale of White Horse,E07000180,Vale of White Horse,"6,165","2,534",1,2,644,"1,082",805,260,20,"1,598",338,239,99,357,76,112,312,403,754,292,55,510,142,
E23000029,Thames Valley,E22000314,West Berkshire,E06000037,West Berkshire,"8,355","2,791",1,5,729,"1,195",861,284,52,"2,915",531,336,195,759,101,177,601,746,"1,156",411,89,480,177,
E23000029,Thames Valley,E22000315,West Oxfordshire,E07000181,West Oxfordshire,"4,786","1,789",0,1,505,735,548,182,31,"1,466",319,220,99,304,64,76,242,461,640,188,45,360,85,
E23000029,Thames Valley,E22000316,Windsor and Maidenhead,E06000040,Windsor and Maidenhead,"9,492","3,026",0,3,823,"1,378",822,274,76,"3,697",709,545,164,"1,033",184,301,589,881,924,542,106,632,215,
E23000029,Thames Valley,E22000317,Wokingham,E06000041,Wokingham,"7,337","2,551",0,1,695,"1,106",749,258,53,"2,607",568,392,176,686,95,180,436,642,952,268,53,436,159,
E23000017,Warwickshire,,,,,"40,841","15,321",8,10,"4,522","6,297","4,484","1,425",353,"14,451","2,884","2,058",826,"4,314",279,453,"2,821","3,700","3,917","1,205",515,"2,786",868,
E23000017,Warwickshire,E22000319,North Warwickshire,E07000218,North Warwickshire,"4,556","1,597",1,2,536,614,444,133,30,"1,725",420,289,131,663,12,23,140,467,501,105,61,289,115,
E23000017,Warwickshire,E22000320,Nuneaton and Bedworth,E07000219,Nuneaton and Bedworth,"11,348","4,666",2,0,"1,395","1,906","1,363",452,102,"3,486",589,482,107,"1,135",70,124,787,781,"1,080",314,150,847,251,
E23000017,Warwickshire,E22000321,Rugby,E07000220,Rugby,"7,534","2,984",1,2,905,"1,239",837,269,73,"2,401",443,288,155,749,38,102,442,627,732,296,103,503,173,
E23000017,Warwickshire,E22000359,South Warwickshire,E07000221,Stratford-on-Avon,"8,546","2,937",2,3,834,"1,236",863,279,73,"3,396",712,497,215,874,80,102,726,904,795,241,100,566,160,
E23000017,Warwickshire,E22000359,South Warwickshire,E07000222,Warwick,"8,546","2,937",2,3,834,"1,236",863,279,73,"3,396",712,497,215,874,80,102,726,904,795,241,100,566,160,
E23000017,Warwickshire,,Unassigned Warwickshire,,,312,200,0,0,18,67,115,13,2,47,8,5,3,20,0,1,0,18,15,9,1,15,10,
E23000016,West Mercia,,,,,"80,436","33,910",15,13,"10,370","12,693","10,819","3,274",578,"23,699","5,569","3,870","1,699","4,227",483,893,"6,078","6,449","8,828","2,637",895,"5,200","1,415",
E23000016,West Mercia,E22000326,"Herefordshire, County of",E06000019,"Herefordshire, County of","10,402","4,562",2,2,"1,440","1,816","1,302",463,57,"2,788",653,412,241,378,64,150,634,909,"1,107",445,117,687,176,
E23000016,West Mercia,E22000368,North Worcestershire,E07000234,Bromsgrove,"6,277","2,565",1,0,802,965,797,216,61,"1,980",440,318,122,421,38,44,539,497,666,195,71,419,104,
E23000016,West Mercia,E22000368,North Worcestershire,E07000236,Redditch,"6,277","2,565",1,0,802,965,797,216,61,"1,980",440,318,122,421,38,44,539,497,666,195,71,419,104,
E23000016,West Mercia,E22000368,North Worcestershire,E07000239,Wyre Forest,"6,277","2,565",1,0,802,965,797,216,61,"1,980",440,318,122,421,38,44,539,497,666,195,71,419,104,
E23000016,West Mercia,E22000360,Shropshire,E06000051,Shropshire,"16,415","6,903",3,4,"2,127","2,509","2,260",694,83,"4,926","1,274",871,403,896,102,118,"1,114","1,422","1,946",496,167,889,311,
E23000016,West Mercia,E22000332,South Worcester,E07000235,Malvern Hills,"6,746","2,728",1,2,810,"1,051",864,257,41,"2,099",507,351,156,373,44,134,517,524,751,220,65,486,100,
E23000016,West Mercia,E22000332,South Worcester,E07000237,Worcester,"6,746","2,728",1,2,810,"1,051",864,257,41,"2,099",507,351,156,373,44,134,517,524,751,220,65,486,100,
E23000016,West Mercia,E22000332,South Worcester,E07000238,Wychavon,"6,746","2,728",1,2,810,"1,051",864,257,41,"2,099",507,351,156,373,44,134,517,524,751,220,65,486,100,
E23000016,West Mercia,E22000333,Telford and Wrekin,E06000020,Telford and Wrekin,"14,227","6,336",3,0,"1,939","2,256","2,138",674,132,"3,721",797,577,220,561,69,92,"1,161","1,041","1,512",446,201,896,309,
E23000016,West Mercia,,Unassigned West Mercia,,,325,229,0,0,29,63,137,24,0,27,3,2,1,8,1,1,1,13,13,6,4,14,8,
E23000014,West Midlands,,,,,"254,476","102,384",51,26,"33,480","39,126","29,701","7,547","7,085","82,644","20,840","15,899","4,941","27,850","2,390","2,109","12,037","17,418","19,323","5,856","3,005","21,701","4,931",
E23000014,West Midlands,E22000335,Birmingham,E08000025,Birmingham,"111,624","45,251",24,11,"15,172","17,438","12,606","3,373","4,001","35,181","9,092","7,234","1,858","11,042","1,423",908,"4,619","8,097","7,914","2,794","1,443","9,716","1,951",
E23000014,West Midlands,E22000336,Coventry,E08000026,Coventry,"27,791","10,851",9,4,"3,400","4,215","3,223",958,713,"9,309","2,182","1,684",498,"3,435",231,376,"1,201","1,884","2,289",603,358,"2,136",574,
E23000014,West Midlands,E22000337,Dudley,E08000027,Dudley,"22,710","9,216",8,2,"3,009","3,252","2,945",604,444,"7,513","2,089","1,523",566,"2,529",117,96,"1,314","1,368","1,874",381,232,"1,958",488,
E23000014,West Midlands,E22000338,Sandwell,E08000028,Sandwell,"28,593","11,770",5,5,"3,791","4,519","3,450",834,674,"8,926","2,317","1,706",611,"3,095",172,170,"1,434","1,738","2,268",767,264,"2,501",589,
E23000014,West Midlands,E22000339,Solihull,E08000029,Solihull,"15,298","5,171",2,2,"1,584","2,012","1,571",395,357,"6,386","1,500","1,232",268,"2,318",109,151,"1,032","1,276","1,052",300,165,"1,173",299,
E23000014,West Midlands,,Unassigned West Midlands,,,9,4,0,0,1,1,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,2,
E23000014,West Midlands,E22000340,Walsall,E08000030,Walsall,"23,604","9,599",1,2,"3,218","3,465","2,913",620,438,"7,561","1,823","1,244",579,"2,847",112,173,"1,100","1,506","2,081",469,259,"2,071",506,
E23000014,West Midlands,E22000341,Wolverhampton,E08000031,Wolverhampton,"24,847","10,522",2,0,"3,305","4,224","2,991",763,458,"7,766","1,836","1,276",560,"2,583",226,235,"1,337","1,549","1,845",542,284,"2,145",522,
E23000010,West Yorkshire,,,,,"268,760","107,494",23,63,"25,543","41,397","40,468","7,953","2,782","71,819","17,571","13,048","4,523","17,074","2,620","1,894","13,765","18,895","28,203","8,509","2,122","32,481","7,397",
E23000010,West Yorkshire,E22000342,Bradford,E08000032,Bradford,"69,380","28,829",3,9,"6,637","11,855","10,325","2,015",734,"16,802","4,815","3,638","1,177","4,077",563,302,"2,833","4,212","7,268","2,576",492,"8,492","2,172",
E23000010,West Yorkshire,E22000343,Calderdale,E08000033,Calderdale,"22,984","9,813",1,9,"2,376","3,662","3,765",868,204,"5,549","1,322",888,434,"1,369",188,91,908,"1,671","2,262",664,163,"2,829",632,
E23000010,West Yorkshire,E22000344,Kirklees,E08000034,Kirklees,"42,990","17,661",7,9,"4,091","6,592","6,962","1,358",406,"10,536","2,491","1,802",689,"2,751",281,179,"1,951","2,883","4,562","1,175",377,"5,730","1,185",
E23000010,West Yorkshire,E22000345,Leeds,E08000035,Leeds,"94,712","35,587",10,26,"8,784","13,943","12,824","2,564","1,182","28,437","6,718","5,071","1,647","6,399","1,343","1,103","5,525","7,349","9,897","3,125",827,"10,728","2,365",
E23000010,West Yorkshire,,Unassigned West Yorkshire,,,4,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
E23000010,West Yorkshire,E22000346,Wakefield,E08000036,Wakefield,"38,690","15,602",2,10,"3,655","5,344","6,591","1,147",256,"10,495","2,225","1,649",576,"2,478",245,219,"2,548","2,780","4,214",969,263,"4,702","1,042",
E23000038,Wiltshire ,,,,,"39,873","15,318",2,3,"5,656","6,174","3,483","1,396",314,"11,728","2,258","1,436",822,"2,351",242,614,"3,037","3,226","4,857","1,687",290,"3,484",799,
E23000038,Wiltshire,E22000350,Swindon,E06000030,Swindon,"15,696","5,889",0,1,"2,148","2,457","1,283",528,189,"4,802",813,552,261,976,129,312,"1,441","1,131","1,713",748,124,"1,436",267,
E23000038,Wiltshire,E22000361,Wiltshire,E06000054,Wiltshire,"24,177","9,429",2,2,"3,508","3,717","2,200",868,125,"6,926","1,445",884,561,"1,375",113,302,"1,596","2,095","3,144",939,166,"2,048",532,
